EXPID,PEAKID,YEAR,SEASON,HOST,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,LEADERS,SPONSOR,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,ASCENT1,ASCENT2,ASCENT3,ASCENT4,CLAIMED,DISPUTED,COUNTRIES,APPROACH,BCDATE,SMTDATE,SMTTIME,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,TERMNOTE,HIGHPOINT,TRAVERSE,SKI,PARAPENTE,CAMPS,ROPE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,NOHIRED,O2USED,O2NONE,O2CLIMB,O2DESCENT,O2SLEEP,O2MEDICAL,O2TAKEN,O2UNKWN,OTHERSMTS,CAMPSITES,ROUTEMEMO,ACCIDENTS,ACHIEVMENT,AGENCY,COMRTE,STDRTE,PRIMRTE,PRIMMEM,PRIMREF,PRIMID,CHKSUM,AGENCYID
MAKA88305,MAKA,1988,3,1,Makalu La-NW Ridge,W Pillar (to 7200m),W Face (to 6800m),,W Germany,Hans Eitel,International Makalu Expedition,TRUE,FALSE,FALSE,FALSE,28th,,,,FALSE,FALSE,"Italy, Mexico, Switzerland",,21/09/1988,12/10/1988,1900,21,0,30/12/1899,1,,8485,FALSE,FALSE,FALSE,2,0,10,1,0,0,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,"BC(21/09,5300m),C1(28/09,6400m),C2(30/09,7000m),C3(7400m),C4(7800m),Smt(12/10)","BC at normal site of higher BC
C1 at normal route/6500m bottom of West Face
C3 at Makalu La.

Patscheider made brief attempt to climb W Face but never actually was on face. Eitel party on normal route from northwest side without success. 2 Mexicans on normal route; Carsolio summited. Troillet and Loretan attempted W Pillar.

Troillet and Loretan's climbing:
  Arrived at BC 7th Oct. 
  9th to 6200m on small peak above BC. 
  10th to below W Face and climbed couloir to east side of W Pillar and 6700m.
  11th to 7200m on pillar to see conditions and down to BC; snow conditions OK 
     on pillar but winds slab on W Face made it unsafe.
  12th to C1 to bring down Carsolio and returned to BC at night. 
  BC rested and 17th up to couloir to 6700m for 4 hrs. and up again at 5:00 pm; 
     reached 7100m on pillar, retreated in strong wind and BC that midnight.
     18th onwards was strong wind everyday so on 22nd gave up and left BC 24th 
     when porters arrived.

Patschnieder to only 6800m at big crevasse at bottom of face; did not actually climb on face.

Elsa and Carlos Carsolio together:

Climbed point 6170m for acclimatization and spent night on summit (7th Sept). 11th Sept started up Kukuczka route and climbed to 7000m and slept there 2 nights (12-13th Sept) still for acclimatization. Snowfall and poor weather next and rumor there would be another earthquake.
 
25th Sept started from high BC at 5300m in first summit bid; climbed normal route; 1 night in C1, 1 in C2 and C4 on 28th Sept made bid for summit but very deep snow for breaking trail. Reached 8200m at 6:00 pm and returned to C4 and next day on down to BC rested, small snowfall and wind came and very difficult to climb. 

2 Spaniards and 2 Mexicans 5th Oct started up again from BC. C1 with Walde. 6th in C2, very windy; Elsa 2 nights, Carlos 5 nights. 11th Oct Carlos up alone, direct to C4. 12th on up in very cold strong wind and reached summit at 7:00 pm, very cold on top. Returned to C4 that night (doesn't know time, too tired). 13th downwards, Spanish gave him oxygen in C2 and to BC same day.


Letter from Hans Eitel to Miss Hawley - 15 Oct 88

Report from the expedition.
High camp Base 5300m on 21 Sept 88. 
Carlos Elsa Carsolio arrived the camp two weeks before Reinhard Patscheider started the climb on West Face solo.

26 Sep 88 - Kurt Walde, Claudia, Hans Eitel, Ang Gyalzen Sherpa, depot on 5800m.

28 Sep 88 - Claudia Inceichen, Hans Eitel, C1 6400m.
Reinhard Patscheider west face C1 tent on serac, Kurt Walde, N/W C2.

30 Sep 88 - Claudia Inceichen, Hans Eitel, Ang Gyalzen Sherpa C1 the next day Hans Eitel Camp 2 7000m solo and from C2 back to base camp. Claudia Inceichen and Ang Gyalzen from C1 to base camp back. Carlos and Elsa came back from 8200m.

From now we have many wind from Makalu La to the top of the mountain.
Reinhard Pattscheider solo on West Face 7000m, he finished, so E. Loretan and Jean Troillet not coming.

6 Oct 88 - Reinhard Patscheider started from BC back to KTM. All climbers must wait for better weather. The problem is now only the wind. Carlos, Elsa start again to the mountain.

7 Oct 88 - Erhard Loretan and Jean Troillet arrived the BC with 5 porters.
He brings the message I must go home.

8 Oct 88 - Hans Eitel started with 1 porter to Tumlingtar.",Carsolio altitude sickness after summit,,Asian Trekking,FALSE,TRUE,FALSE,FALSE,FALSE,,2453440,ASTREK
MAKA88303,MAKA,1988,3,1,Makalu La-NW Ridge,,,,Poland,Anna Czerwinska,Polish Makalu Expedition 1988,TRUE,FALSE,FALSE,FALSE,29th,,,,FALSE,FALSE,"Austria, Spain",,05/09/1988,14/10/1988,1600,39,0,30/12/1899,1,,8485,FALSE,FALSE,FALSE,4,0,11,2,1,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Climbed Kangchungste (Makalu II) (MAK2-883-02),"BC(05/09,5400m),C1(07/09,6000m),C1(12/09,6500m),C2(14/09,6850m),C3(25/09,7400m),C4(03/10,7850m),Smt(14/10)","BC at high BC
C2 at Chago Glacier
C3 at Makalu La
C4 on North Face very near NW Ridge.

Kukuczka rib is good for one push, but with much snow this not possible. C4 were tents of Spanish and British. After C4 on 3rd Oct down in very strong winds which destroyed C2 and C3. Waited for winds to abate and had to replace camps. Winds low 12 and 13 Oct. 

2nd summit team started up from BC on 9th Oct and reached C2 on 10th. 11th one decided to descend because sick from heptitis so he descended while other 2 men up to C3. 13th to C4 and 14th to top. Kolakowski seen by his headlamp at 8:00 pm near summit (within 50m of top), then disappeared. Kopys waited for him at C4 till 12:00 noon 15th; wind now very strong and white-out during night so chances of survival very slim. 

3rd team in C3 could not leave tent because wind so strong on 16th (Kopys had gone to C1 on 15th). 16th 3rd party went down at noon; could not go up because terrible wind (in 3rd party were Kacuga, Kaploniak and Skierski).",Kolakowski disappeared near summit; Aldaz hepatitis; Kopys frostbitten toes infected,,Rover Treks,FALSE,TRUE,FALSE,FALSE,FALSE,,2453442,
MAKA88304,MAKA,1988,3,1,SE Ridge,,,,Spain,Miguel Gomez,Valencia Makalu 1988,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,12/09/1988,16/10/1988,,34,0,30/12/1899,4,"Abandoned at 7200m due to cold, wind, fatigue and much distance still to cover",7200,FALSE,FALSE,FALSE,3,0,9,0,0,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(12/09,4850m),C1(15/09,5200m),C2(22/09,5900m),C3(26/09,6500m),xxx(16/10,7200m)","BC at Tangmar, yak porters between Shershan and Barun Pokhari
C1 at small lake north of Barun Pokhari
C2 between 2 rock ridges on glacier (south of summit)
C3 just below S Col.

After C3 established, some snowfall and change of season. All resting at BC several days. Then climbing above C4 snow in place knee deep, some steepness, very windy. 7 days to open route above C3 to 7000m really easy area but snow slowed progress with winds blowing away the track every day. From 7000m up more difficult with small couloirs and rock. Technically more difficult but less snow on steeper area, so easier to move. On 16 Oct deposited food and rope at C4 site but then decided to quit: team tired, very cold and windy, long way still to go. Perhaps on fast alpine-style attack could have succeeded. All members reached C3 and 6 worked on route above C3, but morale not good by mid-October.","Nothing serious, but health generally not good",,Kunga,FALSE,FALSE,FALSE,FALSE,FALSE,,2453444,
MAKA88302,MAKA,1988,3,1,Makalu La-NW Ridge,,,,Spain,Josep Aced,Expedition Makalu 1988,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,"Andorra, France",,02/09/1988,01/10/1988,,29,42,14/10/1988,4,Abandoned at 8050m due to bad wind; climbers exhausted after 6 weeks at altitude,8050,FALSE,FALSE,FALSE,4,0,11,0,0,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Attempted Kangchungste (Makalu II) (MAK2-883-01),"BC(02/09,5200m),C1(06/09,6100m),C2(16/09,7000m),C3(26/09,7400m),C4(30/09,7850m),xxx(01/10,8050m)","C3 at Makalu La
C4 at North Face.

28th Sep Zamora and Canelles reached 7800m to reach C4 site. 1st Oct 3 members to 8050m and back because Matas got bad frostbite fixing a crampon in 1st summit bid. 2nd summit team only to Makalu La and then helped British climber Rick Allen to descend after his accident. 3rd summit team also only to Makalu La and then down helping Mexican climber Carlos Carsolio to descend following summit success and pulmonary edema (he used Spaniard's oxygen from C2 down). After that wind too strong for summit push to succeed. 

All members reached Makalu La. 2 members (Zamora and Canellas) to summit of Kangchungtse 27th Sep from Makalu La camp via S Ridge.

French and Andorran members left early for personal (family) reasons.",Matas bad frostbite,,Kunga,FALSE,TRUE,FALSE,FALSE,FALSE,,2453429,
MAKA88301,MAKA,1988,3,1,Left side of W Face-N Face,,,,UK,Doug Scott,Makalu Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,"Australia, India, Ireland",,29/08/1988,01/10/1988,,33,39,07/10/1988,5,"Abandoned at 8100m due to high wind and avalanche accident/danger, snow, and too many others on mountain at same time",8100,FALSE,FALSE,FALSE,0,0,11,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Some peaks between Chago and Pethangtse,"BC(29/08,4700m),ABC(02/09,5500m),Biv1(20/09,6100m),Biv2(21/09,7100m),Biv3(27/09,6100m),Biv4(28/09,6500m),Biv5(29/09,7100m),Biv6(30/09,7800m),xxx(01/10,8100m)","1st push:  BC  at lower BC site
           ABC at higher BC site
           Biv at bottom of Roger Baxter Jones Couloir
           High point at North Face.

Bivs by Allen and Hinkes.  

1st biv on 20th Sep by Miller, Smith, Child and Allen. On 22nd went to Makalu La; at same time others to 7000m. Then big snowstorm and weather now cold which meant couloir now dangerous.

Hinkes and Allen then went to left ridge of couloir, crossed into cwm, bived at 7800m (Spanish C4). On 1st Oct at 4:00 am they went on up and got avalanched. Took 5 days get them off. Winds now strong and route avalanche-prone. Parkin, Scott and Prabhu along with Child, Smith and Miller had gone to Makalu La 29th Sep but wind and snow drove them down. Hinkes and Allen started from ABC 28th Sep. Smith and Child went up on 7th Oct but only to C1.

""So many others on mountain normal route was like a motorway and not many with any ideas of Himalayan climbing"" - Scott.

West Face impossible: wind slabs and powdered snow.

Allen fell 400m because unconscious and Hinkes came to him and helped him down. Were at 8100m in summit bid on 1 Oct at 10:00 am. Had been climbing semi-alpine-style using Spanish fixed ropes to C2 and carrying tent (Spanish making their own and summit bid same day). 30 Sept 2 Mexicans had tried for top and planned another try on 3rd or 4th Oct.

None of this expedition had been on West Face till Allen left today by helicopter.",Yates hepatitis and left BC Sep 24; Allen head injuries from avalanche,,Amtrek,FALSE,FALSE,FALSE,FALSE,FALSE,,2453429,
BARU88301,BARU,1988,3,1,S Ridge via E Col,,,,W Germany,Ulrich Weber,Aachen Baruntse Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,28/09/1988,17/10/1988,,19,0,30/12/1899,10,Abandoned at 6200m due to lack of morale,6200,FALSE,FALSE,FALSE,1,0,4,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(28/09,4700m),C1(07/10,5350m),xxx(17/10,6200m)","BC at Shershon
C1 at new high Makalu BC
High point at 6240m.

Lost much time waiting for doctor to arrive at BC, which he never did because very ill; he almost died at Nun and this was shock. Doctor reached Nun and then developed high fever for which he took so many pills that his liver stopped functioning and survived only thanks to a trekking doctor.

Made 2 recces of icefall of Lower Barun Glacier but too dangerous to go through it and decided not to take risk and changed route. Placed high camp near normal site for Makalu high BC. Stayed there 3 days to see if their help needed by Poles on Makalu and did some recce of way to S Ridge to highest point reached in series of recces from high camp. Gave up because hearts weren't in climbing with their doctor's illness, Makalu casualties and winds very strong.",None (except doctor who never reached BC),,Yeti Mountaineering & Trekking,FALSE,FALSE,FALSE,FALSE,FALSE,,2453400,
BARU88302,BARU,1988,3,1,SE Ridge,,,,France,Gilles Buisson,Atalante Baruntse Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,19/10/1988,27/10/1988,,8,10,29/10/1988,10,Abandoned at 7000m due to route difficulty,7000,FALSE,FALSE,FALSE,2,0,8,0,0,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(19/10,5400m),C1(21/10,6100m),C2(23/10,6600m),xxx(27/10,7000m)","C1 at West Col
High point on SE Ridge.

After C2 came down to BC on 23 and occupied C2 on 26th in summit push. Stopped when saw ridge was very steep sharp and dangerous for such a large group. Lot of wind on ridge; if wanted to finish ridge it would have taken 4-5 more days and technical materials not taken to mountain.

Crossed Amphu Lapcha 30 Oct.",None,,Thamserku Trekking,FALSE,FALSE,FALSE,FALSE,FALSE,,2453410,THAMSERK
KANG88301,KANG,1988,3,1,SW Face,,,,Japan,Masaaki Fukushima,Himalaya Dojin Kangchenjunga Expedition,TRUE,FALSE,FALSE,FALSE,26th,,,,FALSE,FALSE,,,15/09/1988,17/10/1988,1010,32,0,30/12/1899,1,,8586,FALSE,FALSE,FALSE,5,0,3,1,0,3,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(15/09,5500m),C1(26/09,6170m),C2(29/09,6830m),C3(01/10,7200m),C4(11/10,7800m),C5(12/10,8200m),Smt(17/10)","BC at normal site
C3 at Great Shelf.

13th Oct 1st summit bid but route chosen led to very difficult rock at 8350m; Unno and Fukushima returned to C5 and next day to C3. 

16th Oct Unno and Nima Temba to C5; Fukushima not up again because only 3 bottles oxygen in C5 now. 17th Oct started at 5:20 am, arrived top 10:10 am in fine weather, light wind; descended to C3 on 17th at 5:00 pm and to BC 18th. Climb finished. 

Miss Kamura to C1 only: ""tired."" 

From 15 to 26 Sept spent time in bad weather and trying different routes, 1 to 11 Oct, BC rest.",None,,Cosmo Treks,FALSE,TRUE,FALSE,FALSE,FALSE,,2453400,COSMO
MAKA87303,MAKA,1987,3,1,NW Ridge (acclimatization rte) (to 6500m),"W Pillar (permit route, did not attempt)",,,Austria,Wilfried Studer,Mountain Guide Expedition to Makalu,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,11/10/1987,14/10/1987,,3,8,19/10/1987,4,Abandoned at 6500m due to bad weather and deep snow on W Pillar route,6500,FALSE,FALSE,FALSE,1,0,5,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(11/10,5300m),C1(13/10,6500m),xxx(14,17/10,6500m)","BC on two glaciers' junction
C1 on normal route.

Team first began on normal route for acclimatization before going to W Pillar route (their permit route). French-American team arrived (route permit holders) and demanded Austrians vacate route. After big snowstorm, Austrians abandoned climb not wishing to attemp pillar route with so much snow.

Planned to go to SE Ridge but Swiss had its permit so interested in W Pillar and to do this acclimatize by going on normal route; also go to Makalu La to observe conditions. 13th Oct went to 6500m on normal route (normal C2) and pitched one tent as acclimatization camp and slept one night. 14th French-US team arrived and sent them off their route. Studer froze his feet in climb to 6500m and left. 17th again up to 6500m by Friedl and Marte and heavy snowfall started. Brought down tent on 18th and big storm continued so 20th left BC to return to KTM. Strong winds started up now also on 18th and these would make W Pillar climb impossible immediately and wanted to take no risk.

Studer & Morik (who did not climb) left BC 17th Oct.


Studer - 27 Oct 87

Rudi Mayerhofer = acting leader of Makalu, at Shakti.

Studer in KTM 5 days now; some frostbite in toes; leaves Nepal 29 Oct.
Rest of expedition should arrive KTM 28 or 29 Oct, but snow conditions doubtlessly means delay.

Report 4 dead on Makalu probably French-US team - ministry has garbled report.",Studer slight frostbite,,Chomalhari Trekking,FALSE,FALSE,FALSE,FALSE,FALSE,,2452985,
MAKA87301,MAKA,1987,3,1,Makalu La-NW Ridge,,,,France,Michel Fauquet,French Makalu Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,"Canada, USA",By truck to Hile & air->Tumlingtar,17/09/1987,18/10/1987,,31,38,25/10/1987,4,"Abandoned at 7550m due to bad weather, broken C2 and porters ordered for arrival at BC on 28th Oct",7550,FALSE,FALSE,FALSE,3,0,13,0,0,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(17/09,5300m),C1(20/09,6040m),C2(26/09,6600m),C3(16/10,7500m),xxx(18/10,7550m)","BC near junction of glaciers
C1 at Chago Glacier east of Central Spur
C2 just below last steep section of glacier below col
C3 just below Makalu Col.

After C2 established, down for rest and not all to C2 so far (not necessary to make C3 of no one to C2). Deposit placed at 7500m before camp established and fixed 1000m rope from C2 to C3 (200m above C2 to 200m below 3) for clients, more than normally would put. Started up from C3 on 18th Oct to make C4 but too windy and turned back; impossible to stand up. 

American and Canadian members got only to 7000m (all got to C2). Fauquet down to BC to set out problem with Austrians who insisted on comming on same route. Now bad snowstorm arrived 19th Oct. Pivot, American and Crosett in C1 during storm and descended on 21st Oct (Americans) and 22nd (Mike with shovels). Stayed in BC one day and made track to go up and reached C1 while Makalu II came down. Again up to C2 on 25th but couldn't find C2 because of avalanche: after 2 hrs probing found one tent under 180m of snow. 26th found 2 more tents and Sherpas came and cleared same rope and oxygen. Descended again while Sherpas up to C3 26th clear camp, which found completely broken.",Fauquet down 100m with wind-slab avalanche but not hurt,,Sherpa Trekking Service (STS),FALSE,TRUE,FALSE,FALSE,FALSE,,2452989,
BARU87301,BARU,1987,3,1,NE Face-N Ridge from E,,,,France,Andre Mathis,French Expedition to Baruntse,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,12/10/1987,17/10/1987,,5,7,19/10/1987,5,Abandoned at 6000m due to big snow storm damage and dangerous snow conditions,6000,FALSE,FALSE,FALSE,2,0,4,0,0,5,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(12/10,5150m),ABC(14/10,5350m),C1(16/10,5500m),C2(17/10,6000m),xxx(17/10,6000m)","BC  at Barun Glacier near small lake SE 
ABC at Barun Glacier near ""e"" of Glacier (on Schneider map)
C1  at 5500m at moraine west of ""G"" of Glacier
C2  due west of point and NNE of Baruntse summit
High point at C2.

2 slept in C2 till 19th Oct (2 till 18th) and then down during night of 19-20th when tents completely covered and snow kept falling. Then 1.5-2m deep snow (2m at C2) so not possible to resume climb; in fact had brought down C3 in retreat of 19-20th.",None,,Great Himalayan Adventure (GHA),FALSE,FALSE,FALSE,FALSE,FALSE,,2452943,
BARU87302,BARU,1987,3,1,,,,,France,Claude Jaccoux,Altitude Extreme,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,30/12/1899,30/12/1899,,0,0,30/12/1899,11,Team never reached mtn,0,FALSE,FALSE,FALSE,0,0,5,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Climbed Mera Peak,,"Team climbed Mera Peak and then set out for Baruntse, but snow too deep in passes and they turned back without having reached Baruntse.",,,Sherpa Society,FALSE,FALSE,FALSE,FALSE,FALSE,,5857,
MAKA87302,MAKA,1987,3,1,SE Ridge,,,,Switzerland,Daniel Anker,Swiss Makalu Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,25/09/1987,13/10/1987,,18,27,22/10/1987,4,Abandoned at 7600m due to strong winds,7600,FALSE,FALSE,FALSE,3,0,3,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(25/09,4850m),C1(06/10,6750m),C2(12/10,7300m),C3(13/10,7600m),xxx(13/10,7600m)","BC at 4850m below Barun Pokhari
C1 at 6750m on saddle of SE Ridge
C2 on the ridge
C3 just under black gendarme
High point on SE Ridge.

Tried SE Ridge and reached saddle; put tent here and went down for rest. Most times up to saddle and on one day to 7300m to 7600m next day and again to BC (on 14th). Then came heavy snowfall. 22nd again to saddle but winds very strong and decided to abandon attempt. Everyday strong wind; they appeared not to be going to abate. Van Almen had stayed down.",None,,Machhapuchare,FALSE,FALSE,FALSE,FALSE,FALSE,,2452984,
JANU87302,JANU,1987,3,1,N Face (btw Japanese ramp and rock wall),N Face (Japanese ramp),,,France,Pierre Beghin,Kumbhakarna French Adventure to Jannu (Kumbhakarna),FALSE,TRUE,FALSE,FALSE,,17th,,,FALSE,FALSE,Spain,Dankuta,23/09/1987,25/10/1987,1230,32,34,27/10/1987,1,,7711,FALSE,FALSE,FALSE,2,0,4,2,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(23/09,4600m),C1(26/09,5600m),C2(29/09,6300m),Biv(08/10,6600m),xxx(11/10,6800m); Biv1(22/10,6300m),Biv2(23/10,6600m),Biv3(24/10,7300m),Smt(25/10)","BC at north right bank of Jannu Glacier
C1 at 5600m top of first pillar under N face
C2 at cave (not on NZ route but near rock wall right of NZ route).

First tried new route to right of New Zealand route on North Face direct to top. On 6th Oct started summit push from BC and on 8th passed 2nd serac above cave and reached 6800m, then down because ""that was enough"" (one tired, one sick) risk of frostbite when tired. 

After that changed route to try New Zealand route and Beghin and Decamp upon 21st to C1, 22nd biv at 6300m above Wall of Shadows, 23rd 6800m in crevasse below big snow slopes leading to ridge, 24th to biv on ridge at 7300m and 25th summit at 12:00 noon. Few steps on ridge, not difficult but must be very careful. Back to same biv and 26th to C1. 24th had lot wind and was quite cold. Alpine-style ascent from C1 in final summit push on altered route.


Marsigny - 28 Oct 87

Attempt of central route N Face reached 6800m 11 Oct by Eric Decamp, Pierre Beghin, Marsigny.

Fixed rope to 6300m to C2 (1st ice cave)
Made 3 camps, 2 in ice cave
3 nights at C3 6600m
Very cold so down to C2
On 11th and to BC 12th
Pierre Beghin and Decamp want to try Dutch route (NZ route)
(left BC 18 Oct wth 2 Dutch) - stay KTM to 4 Nov.",None,,Sherpa Trekking Service (STS),FALSE,FALSE,FALSE,FALSE,FALSE,,2452996,
YALU87301,YALU,1987,3,1,S Face,,,,USA,Magda King Nos Loppe,First American Yalungkang Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,Spain,Hile->Taplejung,30/08/1987,12/10/1987,,43,50,19/10/1987,7,Abandoned at 8100m due to Farkas frostbite and lack of food supplies,8100,FALSE,FALSE,FALSE,4,0,5,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(30/08,5400m),C1(15/09,6250m),C2(20/09,6400m),C3(30/09,7000m),C4(10/10,7700m),xxx(12/10,8100m)","BC at normal BC site (same as Belgians and Australians)
C1 at top of 3rd of 3 Steps
C2 1/3 way up 2nd Icefall
C3 at top of 2nd Icefall
C4 on shelf upper end of Great Shelf
High point on South Face.

Quite a bit of bad weather in early Sept. Alpine-style above C2 with cache at 7000m. Had intended to put 7200m but that would have been too far above C2. Started summit bid from BC 7 Oct and snow had eliminated C1. Oct 9 to C3, Oct 10th made C4. 11th Ongchu Sherpa, Farkas and Narayan Shrestha left for top while King stayed in camp since wind had taken way her down jacket. Stopped by bad snow conditions and crevasses before reached Austrian-German couloir and turned back at about 7900m and slept at C4. 12 Oct Farkas and Narayan again towards summit by new route directly up South Face (right of 1984 and Polish-Spanish climb) and got to 8100m. Farkas fell about 300m bouncing down South Face and climb finished. Fall did no damage but sometime during these attempts Farkas got frostbite in fingers and toes and possibly will lose tips of these. Took long time for him to get down and they stuck on mountain when began snowing on 15th and now food almost gone because 3 weeks supply stolen before reached BC. Stuck in Belgiums C1 tent 15th and arrived at BC 20th (had waited 2 days for snow to settle).

Smith brothers and Welch left 5 Oct out of boredom. Did go briefly to C1 but not climbers.",Farkas frostbitten feet and toes,,Kunga,FALSE,FALSE,FALSE,FALSE,FALSE,,2452983,
KANS87301,KANS,1987,3,1,SW Face (to right of main peak),,,,Belgium,Alain Hubert,Belgian Expedition to Kangchenjunga South,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Hile->Taplejung,23/09/1987,14/10/1987,,21,29,22/10/1987,4,Abandoned at 8000m due to loss of all gear at C2 during bad snow storm,8000,FALSE,FALSE,FALSE,2,0,3,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(23/09,5500m),C1(28/09,6200m),C2(05/10,7200m),xxx(14/10,8000m)","BC at normal site
C1 just below icefall - for acclimatization
C2 on Great Shelf
High point near top of Great Couloir.

Hubert attempted to solo South Summit on Oct 14. Forced to bivouac at 8000m by strong winds and heavy pack. On second summit bid Oct 22, Hubert went to C2 but could find no trace of camp. Huge snowstorm hit Oct 19-20 and either blew away or buried C2. All Hubert's down clothing and food for summit bid was lost, so climb finished. Hubert intended to descend from Great Shelf by paraglider, but too was lost at C2.

Hubert tried summit in one day from BC but lost his way in the night on South Face and biv about 7000m - 15 kg rucksack too heavy to go in one day. Was good weather: improved as they arrived at BC. Hubert left BC 2:00 am 14 Oct and biv 10:00 pm; had hoped reach top midday 15th and return to C2 in solo climb to top and next teammates at C1. Was to use parapente from C2, but too heavy rucksack and too windy so 15th all down (other 2 were already in C2 -a rrived there day before in support). Down to BC on 15th. On Great Shelf there was deep snow. Hubert again left BC 22nd after big storm without support of others. When arrived at C2 no camp could be found and all his very warm clothes food parapente and other essential gear: all under very deep snow or blown away by storm. So climb finished and left BC 23 Oct. C1 also disappeared (1 tent here, 2 at C2).",None,1st Belgian attempt,Khumbi-ila Mt. & Trekking,FALSE,FALSE,FALSE,FALSE,FALSE,,2452985,KHUMBILA
KANG87302,KANG,1987,3,1,N Face (Scott 1979 rte),,,,Australia,James Van Gelder,Australian Kangchenjunga N Face Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Hile->Ghunsa (not via Taplejung),01/09/1987,10/10/1987,,39,52,23/10/1987,4,"Abandoned at 7500m due to cold, wind and loss of fixed ropes",7500,FALSE,FALSE,FALSE,4,600,3,0,0,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(01/09,5000m),C1(14/09,5600m),C2(22/09,5900m),C3(27/09,6500m),C4(09/10,7100m),xxx(10/10,7500m)","BC at site Pangpema - normal site
C1 at Kangchenjunga Glacier (temporary camp)
C2 at normal site above 1st icefall
C3 above 1st ice cliff (no debris of earlier camps seen)
C4 at North Ridge just before steep section with a snow rope (""bottom of the castle"")
High point at North Ridge.

Fixed rope from C3 to North Ridge and down to BC for rest - 1-6 Oct. Trimble and Van Gelder up again on 7th to C2, 8th C3 and 9th to C4 on ridge having overcome all difficulties. 10th up ridge few hundred more meters when Trimble got altitude sickness and turned down for 5 days at BC before trying again beginning on 17th, but on 17th weather looked bad and was for 48 hours 18-19th. Up again on 21st and got to C2 at 8:00 pm, spent 3 hours digging out sleeping bags and took whole next day to dig out C2. 23rd up towards C3 in very deep snow and found avalanche had wiped all ropes on ice cliff and this last straw. Didn't have the equipment to fix new lines. Now 5 days of very high wind had come and not safe in cold and wind.

Did tests on viscosity of blood and changes that take place with altitude which shows blood definitely does thicken; tested drug that thins blood effectively.

Found G. O. Dyhrenfurth's ice axe and remains of his Sherpas who died in avalanche (pre-war clothing and small bones). 


Letter from Norman Dyhrenfurth - 25 Nov 1987

Chettan was crushed by a huge ice avalanche on May 8, 1930, and after more than an hour of artificial respiration he was buried near C2. My father's old ice-axe was indeed placed on his grave! Perhaps a recent avalanche brought his remains to the surface, and broke the ice axe as well. What a strong coincidence! I certainly look forward to receiving the two pieces. Knowing of no other climber climber killed at that place, it certainly must be Chettan.",Tremble and Brand-Maher altitude sickness,,Kunga (Nima),FALSE,FALSE,FALSE,FALSE,FALSE,,2452981,
